Titulo,Ano_lancamento,Genero,Vendas_Totais,Vendas_JP,Vendas_EUA,Vendas_Europa,Outras_Vendas
Geten no Hana: Yume Akari,2014.0,Misc,0.01,0.01,0.0,0.0,0.0
Getsuei Gakuen: kou,2013.0,Adventure,0.01,0.01,0.0,0.0,0.0
Gex,1995.0,Platform,0.87,0.0,0.49,0.33,0.06
Gex 3: Deep Cover Gecko,1999.0,Platform,0.74,0.0,0.47,0.24,0.03
Gex 64: Enter the Gecko,1998.0,Action,0.25,0.0,0.2,0.05,0.0
Gex: Enter the Gecko,1998.0,Platform,0.58,0.0,0.32,0.22,0.04
Ghost Pirates of Vooju Island,2009.0,Adventure,0.02,0.0,0.0,0.02,0.0
Ghost Rider,2007.0,Action,0.24,0.0,0.22,0.0,0.02
Ghost Squad,2007.0,Shooter,0.79,0.08,0.42,0.21,0.07
Ghost Trick: Phantom Detective,2010.0,Adventure,0.42,0.12,0.2,0.08,0.03
Ghost in the Shell,1997.0,Simulation,0.1,0.0,0.06,0.04,0.01
Ghost in the Shell: Stand Alone Complex,2004.0,Adventure,0.23,0.0,0.14,0.06,0.03
Ghostbusters,1985.0,Puzzle,0.45,0.0,0.42,0.03,0.0
Ghostbusters (2016),2016.0,Action,0.05,0.0,0.04,0.0,0.01
Ghostbusters II,2006.0,Action,0.21,0.0,0.2,0.01,0.0
Ghostbusters: The Video Game,2009.0,Action,3.39,0.0,1.94,0.89,0.59
Ghostbusters: The Video Game (DS Version),2010.0,Action,4.75,0.16,1.63,2.31,0.65
Ghosthunter,2003.0,Action,0.09,0.0,0.04,0.03,0.01
Ghosts 'n Goblins,1986.0,Action,1.64,0.61,0.74,0.26,0.03
GiFTPiA,2006.0,Role-Playing,0.11,0.11,0.0,0.0,0.0
Giants: Citizen Kabuto,2001.0,Shooter,0.06,0.0,0.03,0.02,0.01
Gift: Prism,2006.0,Adventure,0.02,0.02,0.0,0.0,0.0
Ginga Fukei Densetsu: Sapphire,1995.0,Shooter,0.02,0.02,0.0,0.0,0.0
Ginga Tetsudou 999 DS,2010.0,Adventure,0.02,0.02,0.0,0.0,0.0
Gintama DS: Yorozuya Daisoudou,2006.0,Action,0.07,0.07,0.0,0.0,0.0
Gintama Gin-Oh Quest: Gin-San ga Tenshoku Shitari Sekai wo Sukuttari,2007.0,Role-Playing,0.08,0.08,0.0,0.0,0.0
Gintama no Sugoroku,2013.0,Action,0.06,0.06,0.0,0.0,0.0
Gintama: Banji Oku Chuubu!,2007.0,Action,0.03,0.03,0.0,0.0,0.0
Gintama: Gin-San to Issho! Boku no Kabuki Machi Nikki,2007.0,Action,0.08,0.08,0.0,0.0,0.0
Girl Friend Beta: Kimi to Sugosu Natsuyasumi,2015.0,Action,0.02,0.02,0.0,0.0,0.0
Girl Time,2009.0,Simulation,0.11,0.0,0.11,0.0,0.01
Girls Mode 3: Kirakira Code,2015.0,Action,0.23,0.23,0.0,0.0,0.0
Girls Only,2010.0,Simulation,0.03,0.0,0.03,0.0,0.0
Girls RPG: Cinderellife,2012.0,Role-Playing,0.06,0.06,0.0,0.0,0.0
Girls und Panzer: I Will Master Tankery,2014.0,Action,0.09,0.09,0.0,0.0,0.0
Gitaroo Man,2001.0,Misc,0.05,0.0,0.02,0.02,0.01
Gitaroo Man Lives!,2006.0,Misc,0.04,0.0,0.03,0.0,0.0
Glacier2,2009.0,Racing,0.04,0.0,0.04,0.0,0.0
Gladiator Begins,2010.0,Action,0.12,0.05,0.05,0.01,0.01
Gladiator: Sword of Vengeance,2003.0,Action,0.17,0.0,0.1,0.06,0.02
Gladius,2003.0,Strategy,0.41,0.0,0.26,0.12,0.03
Global Defence Force,2005.0,Shooter,0.17,0.17,0.0,0.0,0.0
Global Touring Challenge: Africa,2001.0,Racing,0.1,0.0,0.05,0.04,0.01
Gloria Union,2011.0,Role-Playing,0.03,0.03,0.0,0.0,0.0
Glory Days 2,2007.0,Strategy,0.1,0.0,0.08,0.0,0.01
Glory of Heracles,2008.0,Role-Playing,0.3,0.08,0.2,0.0,0.01
Glover,1998.0,Platform,1.08,0.0,0.81,0.23,0.02
Go Diego Go! Great Dinosaur Rescue,2008.0,Action,1.07,0.0,0.97,0.03,0.07
Go Diego Go! Safari Rescue,2008.0,Action,0.53,0.0,0.48,0.01,0.04
Go Diego Go!: Safari Rescue,2008.0,Action,0.04,0.0,0.02,0.02,0.01
Go Go Ackman 3,1995.0,Platform,0.04,0.04,0.0,0.0,0.0
Go Play: Circus Star,2009.0,Action,0.13,0.0,0.12,0.0,0.01
Go Play: City Sports,2009.0,Sports,0.09,0.0,0.08,0.0,0.01
Go Play: Lumberjacks,2009.0,Simulation,0.2,0.0,0.18,0.0,0.01
Go Vacation,2011.0,Misc,1.65,0.33,0.48,0.68,0.16
Go! Go! Hypergrind,2003.0,Sports,0.03,0.0,0.02,0.01,0.0
Go! Sudoku,2005.0,Puzzle,0.12,0.0,0.11,0.0,0.01
Go! Sudoku (JP sales),2005.0,Puzzle,0.11,0.11,0.0,0.0,0.0
"Go, Diego, Go! Safari Rescue",2007.0,Adventure,0.17,0.0,0.15,0.01,0.01
"Go, Diego, Go!: Great Dinosaur Rescue",2008.0,Action,0.32,0.0,0.16,0.12,0.04
GoGo's Crazy Bones,2012.0,Action,0.04,0.0,0.0,0.04,0.0
GoPets: Vacation Island,2008.0,Simulation,0.04,0.0,0.03,0.0,0.0
Goal Storm '97,1996.0,Sports,0.11,0.09,0.01,0.0,0.01
Goat Simulator,2016.0,Simulation,0.01,0.0,0.0,0.01,0.0
Gobliiins 4,2009.0,Adventure,0.01,0.0,0.0,0.01,0.0
Goblin Commander: Unleash the Horde,2003.0,Strategy,0.27,0.0,0.15,0.09,0.02
Gochuumon wa Usagi Desu ka?? Wonderful Party!,2016.0,Adventure,0.02,0.02,0.0,0.0,0.0
God Eater,2010.0,Action,0.72,0.72,0.0,0.0,0.0
God Eater 2,2013.0,Role-Playing,0.69,0.69,0.0,0.0,0.0
God Eater 2: Rage Burst,2015.0,Role-Playing,0.48,0.46,0.0,0.02,0.0
God Eater Off Shot: Lindow-hen Twin Pack & Animation Vol. 2,2015.0,Misc,0.03,0.03,0.0,0.0,0.0
God Eater Off Shot: Soma Shikkuzaru-hen Twin Pack & Animation Vol.4,2016.0,Action,0.01,0.01,0.0,0.0,0.0
God Eater Off Shot: Tachibana Sakuya-hen Twin Pack & Animation Vol.7,2016.0,Action,0.01,0.01,0.0,0.0,0.0
God Eater Off Shot:Shiou-hen Twin Pack & Animation Vol.5,2016.0,Misc,0.01,0.01,0.0,0.0,0.0
God Eater Resurrection,2015.0,Action,0.27,0.27,0.0,0.0,0.0
God Hand,2006.0,Action,0.07,0.07,0.0,0.0,0.0
God of War,2005.0,Action,4.45,0.02,2.71,1.29,0.43
God of War Collection,2009.0,Action,2.96,0.07,1.84,0.56,0.48
God of War II,2007.0,Action,4.07,0.04,2.32,0.04,1.67
God of War III,2010.0,Action,5.47,0.13,2.97,1.65,0.73
God of War Saga,2012.0,Action,0.78,0.0,0.72,0.0,0.06
God of War: Ascension,2013.0,Action,2.29,0.04,1.23,0.68,0.34
God of War: Chains of Olympus,2008.0,Action,3.19,0.04,1.48,1.01,0.66
God of War: Ghost of Sparta,2010.0,Action,1.01,0.03,0.41,0.36,0.21
God of War: Origins Collection,2011.0,Action,0.56,0.02,0.39,0.08,0.06
Godai: Elemental Force,2002.0,Action,0.07,0.0,0.04,0.03,0.01
Gods Eater Burst,2010.0,Action,0.66,0.62,0.03,0.0,0.0
Godzilla (2014),2014.0,Action,0.07,0.06,0.0,0.01,0.0
Godzilla (2015),2014.0,Action,0.18,0.02,0.1,0.03,0.03
Godzilla Generations,1998.0,Action,0.08,0.08,0.0,0.0,0.0
Godzilla Unleashed,2007.0,Fighting,0.16,0.0,0.15,0.0,0.01
Godzilla Unleashed: Double Smash,2007.0,Action,0.12,0.0,0.11,0.0,0.01
Godzilla: Destroy All Monsters Melee,2002.0,Fighting,0.83,0.0,0.64,0.17,0.02
Godzilla: Domination!,2002.0,Fighting,0.28,0.0,0.2,0.07,0.01
Godzilla: Save the Earth,2004.0,Fighting,0.61,0.0,0.33,0.21,0.06
Goemon's Great Adventure,1998.0,Platform,0.31,0.13,0.06,0.02,0.1
Goku Makaimura Kai,2007.0,Platform,0.01,0.01,0.0,0.0,0.0
Gokuhou!! Mecha Mote Iinchou: Girls Motekawa Box,2009.0,Simulation,0.01,0.01,0.0,0.0,0.0
Gokuhou!! Mecha Mote Iinchou: MM Town de Miracle Change!,2009.0,Simulation,0.1,0.1,0.0,0.0,0.0
Gokujou Parodius,1994.0,Shooter,0.18,0.18,0.0,0.0,0.0
Gokujou!! Mecha Mote Iinchou: MM My Best Friend!,2010.0,Simulation,0.03,0.03,0.0,0.0,0.0
Gold and Glory: The Road to El Dorado,2000.0,Adventure,0.06,0.0,0.03,0.02,0.0
Gold's Gym: Cardio Workout,2008.0,Sports,1.31,0.06,1.11,0.04,0.09
Gold's Gym: Cardio Workout (Others sales),2008.0,Sports,0.32,0.0,0.0,0.3,0.02
Gold's Gym: Dance Workout,2010.0,Sports,0.87,0.0,0.71,0.11,0.06
Golden Axe: Beast Rider,2008.0,Action,0.65,0.0,0.32,0.25,0.09
Golden Axe: The Duel,1994.0,Fighting,0.05,0.05,0.0,0.0,0.0
Golden Nugget 64,1998.0,Misc,0.09,0.0,0.07,0.02,0.0
Golden Nugget Casino,2004.0,Misc,0.25,0.0,0.18,0.07,0.0
Golden Nugget Casino / Texas Hold 'Em Double Pack,2005.0,Misc,0.03,0.0,0.02,0.01,0.0
Golden Nugget Casino DS,2005.0,Misc,0.02,0.0,0.02,0.0,0.0
Golden Sun,2001.0,Role-Playing,1.76,0.4,0.93,0.38,0.06
Golden Sun: Dark Dawn,2010.0,Role-Playing,0.84,0.13,0.56,0.11,0.05
Golden Sun: The Lost Age,2002.0,Role-Playing,1.22,0.27,0.61,0.27,0.07
Golden Time: Vivid Memories,2014.0,Adventure,0.01,0.01,0.0,0.0,0.0
GoldenEye 007,1997.0,Shooter,8.09,0.13,5.8,2.01,0.15
GoldenEye 007 (2010),2010.0,Action,2.01,0.13,0.96,0.74,0.17
GoldenEye: Rogue Agent,2004.0,Shooter,1.6,0.0,1.26,0.22,0.13
Goldeneye 007: Reloaded,2011.0,Shooter,1.31,0.0,0.58,0.56,0.18
Golf,1984.0,Sports,6.13,3.38,2.05,0.61,0.08
Gon: BakuBakuBakuBaku Adventure,2012.0,Action,0.02,0.02,0.0,0.0,0.0
Goodbye Deponia,2013.0,Adventure,0.07,0.0,0.0,0.06,0.01
Goosebumps HorrorLand,2008.0,Adventure,0.57,0.0,0.51,0.03,0.04
Goosebumps: The Game,2015.0,Adventure,0.05,0.0,0.05,0.0,0.01
Gormiti: The Lords of Nature!,2010.0,Adventure,0.1,0.0,0.09,0.0,0.0
Gotcha Force,2003.0,Shooter,0.03,0.01,0.01,0.0,0.0
Gothic 3,2006.0,Role-Playing,0.06,0.0,0.0,0.05,0.01
Gothic Universe,2007.0,Role-Playing,0.04,0.0,0.0,0.03,0.01
Gotouchi Kenkei DS,2006.0,Misc,0.03,0.03,0.0,0.0,0.0
Gotouchi Tetsudou: Gotouchi Chara to Nihon Zenkoku no Tabi,2014.0,Misc,0.15,0.15,0.0,0.0,0.0
Gouketuji Ichizoku 2: Chottodake Saikyou Densetsu,1995.0,Fighting,0.1,0.1,0.0,0.0,0.01
Gourmet Chef: Cook Your Way to Fame,2008.0,Misc,0.14,0.0,0.13,0.0,0.01
Grabbed by the Ghoulies,2003.0,Action,0.14,0.0,0.11,0.03,0.01
Gradius,1986.0,Shooter,1.36,1.0,0.27,0.08,0.01
Gradius Collection,2006.0,Shooter,0.06,0.02,0.04,0.0,0.0
Gradius Galaxies,2001.0,Shooter,0.08,0.0,0.06,0.02,0.0
Gradius III and IV,2000.0,Shooter,0.08,0.0,0.04,0.03,0.01
Gradius V,2004.0,Shooter,0.09,0.0,0.05,0.04,0.01
Graffiti Kingdom,2004.0,Role-Playing,0.03,0.0,0.01,0.01,0.0
Gran Turismo,1997.0,Racing,10.95,2.54,4.02,3.87,0.52
Gran Turismo (PSP),2009.0,Racing,3.27,0.31,0.5,1.59,0.87
Gran Turismo 2,1999.0,Racing,9.49,1.69,3.88,3.42,0.5
Gran Turismo 3: A-Spec,2001.0,Racing,14.98,1.87,6.85,5.09,1.16
Gran Turismo 4,2004.0,Racing,11.66,1.1,3.01,0.01,7.53
Gran Turismo 4 Prologue,2003.0,Racing,1.41,0.77,0.0,0.47,0.17
Gran Turismo 5,2010.0,Racing,10.77,0.81,2.96,4.88,2.12
Gran Turismo 5 Prologue,2007.0,Racing,4.2,0.57,1.28,1.83,0.53
Gran Turismo 6,2013.0,Racing,3.64,0.4,0.71,1.8,0.74
Gran Turismo Concept 2001 Tokyo,2001.0,Racing,1.84,0.42,0.0,1.1,0.33
Grand Ages: Medieval,2015.0,Strategy,0.12,0.01,0.0,0.09,0.01
Grand Kingdom,2015.0,Role-Playing,0.13,0.07,0.03,0.02,0.01
Grand Knights History,2011.0,Role-Playing,0.13,0.13,0.0,0.0,0.0
Grand Prix,1981.0,Racing,0.48,0.0,0.45,0.03,0.0
Grand Prix Challenge,2002.0,Racing,0.08,0.0,0.04,0.03,0.01
Grand Prix Legends,1997.0,Racing,0.01,0.0,0.0,0.01,0.0
Grand Slam,1997.0,Misc,0.04,0.0,0.02,0.02,0.0
Grand Slam Tennis 2,2012.0,Sports,0.43,0.0,0.19,0.18,0.06
Grand Theft Auto,1997.0,Action,2.56,0.04,0.96,1.41,0.14
Grand Theft Auto 2,1998.0,Action,3.42,0.0,1.13,2.07,0.22
Grand Theft Auto III,2001.0,Action,13.11,0.3,6.99,4.52,1.3
Grand Theft Auto IV,2008.0,Action,22.47,0.58,11.53,7.65,2.73
Grand Theft Auto V,2013.0,Action,55.92,1.39,23.46,23.04,8.03
Grand Theft Auto: Chinatown Wars,2009.0,Action,2.43,0.08,0.87,1.07,0.42
Grand Theft Auto: Liberty City Stories,2005.0,Action,11.26,0.31,4.46,4.23,2.25
"Grand Theft Auto: Mission Pack #1, London 1969",1998.0,Adventure,0.11,0.0,0.06,0.04,0.01
Grand Theft Auto: San Andreas,2005.0,Action,23.86,0.41,10.77,1.96,10.72
Grand Theft Auto: Vice City,2002.0,Action,16.19,0.47,8.41,5.52,1.79
Grand Theft Auto: Vice City Stories,2006.0,Action,6.05,0.19,2.48,2.05,1.34
Grandia,1997.0,Role-Playing,0.67,0.42,0.14,0.09,0.02
Grandia II,2000.0,Role-Playing,0.49,0.2,0.14,0.11,0.04
Grandia III,2005.0,Role-Playing,0.49,0.24,0.12,0.1,0.03
Grandia Xtreme,2002.0,Role-Playing,0.38,0.25,0.07,0.05,0.02
Gravitar,1982.0,Action,0.38,0.0,0.35,0.02,0.0
Gravity Falls: Legend of the Gnome Gemulets,2015.0,Action,0.04,0.0,0.03,0.0,0.0
Gravity Games Bike: Street Vert Dirt,2002.0,Sports,0.1,0.0,0.05,0.04,0.01
Gravity Rush,2012.0,Action,0.64,0.09,0.26,0.2,0.1
Gravity Rush Remastered,2015.0,Action,0.13,0.04,0.02,0.05,0.01
Gray Matter,2011.0,Adventure,0.14,0.0,0.02,0.09,0.02
Grease,2010.0,Misc,0.68,0.0,0.37,0.25,0.06
Grease Dance,2011.0,Misc,0.24,0.0,0.16,0.05,0.02
Great Battle Full Blast,2012.0,Action,0.04,0.04,0.0,0.0,0.0
Great Edo Blacksmith,2014.0,Adventure,0.03,0.03,0.0,0.0,0.0
Great Party Games,2010.0,Misc,0.09,0.0,0.0,0.08,0.01
Great Phoenix Wright: Ace Attorney - Naruhodou Ryuunosuke no Bouken,2015.0,Action,0.19,0.19,0.0,0.0,0.0
Green Day: Rock Band,2010.0,Misc,1.21,0.0,0.65,0.41,0.14
Green Lantern: Rise of the Manhunters,2011.0,Action,0.64,0.0,0.39,0.19,0.07
Greg Hastings Paintball 2,2010.0,Shooter,0.38,0.0,0.34,0.0,0.02
Greg Hastings' Tournament Paintball,2004.0,Shooter,0.54,0.0,0.46,0.06,0.02
Greg Hastings' Tournament Paintball Max'd,2006.0,Shooter,0.08,0.0,0.06,0.01,0.0
Gremlins,1983.0,Action,0.46,0.0,0.43,0.03,0.0
Gretzky NHL,2005.0,Sports,0.1,0.0,0.1,0.0,0.01
Gretzky NHL 06,2005.0,Sports,0.28,0.0,0.2,0.05,0.03
Gretzky NHL 2005,2004.0,Sports,0.17,0.0,0.08,0.07,0.02
Grey's Anatomy: The Video Game,2009.0,Adventure,0.13,0.0,0.08,0.04,0.0
Grid Runner,1996.0,Action,0.03,0.0,0.02,0.01,0.0
GrimGrimoire,2007.0,Strategy,0.05,0.03,0.01,0.01,0.0
Grind Session,2000.0,Sports,0.44,0.0,0.24,0.17,0.03
GripShift,2005.0,Racing,0.09,0.0,0.08,0.0,0.01
Grisaia no Kajitsu: La Fruit de la Grisaia,2013.0,Adventure,0.01,0.01,0.0,0.0,0.0
Grisaia no Meikyuu: Le Labyrinthe de la Grisaia,2014.0,Adventure,0.02,0.02,0.0,0.0,0.0
Grisaia no Rakuen: Le Eden de la Grisaia,2014.0,Adventure,0.02,0.02,0.0,0.0,0.0
Grooverider: Slot Car Thunder,2003.0,Racing,0.02,0.0,0.02,0.0,0.0
Groovin' Blocks,2009.0,Puzzle,0.01,0.0,0.01,0.0,0.0
Group S Challenge,2003.0,Racing,0.02,0.0,0.02,0.0,0.0
Growlanser,2009.0,Role-Playing,0.04,0.04,0.0,0.0,0.0
Growlanser Generations,2003.0,Role-Playing,0.11,0.0,0.06,0.04,0.01
Growlanser IV: Over Reloaded,2011.0,Role-Playing,0.06,0.06,0.0,0.0,0.0
Growlanser VI: Precarious World,2007.0,Role-Playing,0.05,0.05,0.0,0.0,0.0
Growlanser: Heritage of War,2006.0,Role-Playing,0.22,0.0,0.11,0.08,0.03
Growlanser: Heritage of War (jp sales),2006.0,Role-Playing,0.05,0.05,0.0,0.0,0.0
Grudge Warriors,1999.0,Action,0.41,0.0,0.23,0.16,0.03
Guardian Heroes,1995.0,Role-Playing,0.29,0.29,0.0,0.0,0.0
Guardian's Crusade,1998.0,Role-Playing,0.12,0.0,0.07,0.05,0.01
Gudetama: Hanjuku de Tanomuwa,2015.0,Action,0.03,0.03,0.0,0.0,0.0
Guess the Logos,2004.0,Puzzle,0.02,0.0,0.02,0.0,0.0
Guild 01,2012.0,Action,0.05,0.05,0.0,0.0,0.0
Guild Wars,2005.0,Role-Playing,0.03,0.0,0.02,0.0,0.0
Guild Wars 2,2012.0,Action,2.3,0.0,0.95,1.06,0.29
Guild Wars Trilogy,2005.0,Role-Playing,0.04,0.0,0.0,0.03,0.01
Guild Wars: Factions,2006.0,Role-Playing,0.02,0.0,0.0,0.01,0.0
Guild Wars: Nightfall,2006.0,Role-Playing,0.03,0.0,0.0,0.02,0.01
Guilty Gear,1998.0,Fighting,0.14,0.07,0.03,0.02,0.01
Guilty Gear Dust Strikers,2006.0,Fighting,0.05,0.0,0.05,0.0,0.0
Guilty Gear Isuka,2004.0,Fighting,0.1,0.0,0.05,0.04,0.01
Guilty Gear Judgment,2006.0,Fighting,0.16,0.02,0.13,0.0,0.01
Guilty Gear X,2001.0,Fighting,0.12,0.0,0.06,0.05,0.02
Guilty Gear X2,2002.0,Fighting,0.35,0.16,0.09,0.07,0.02
Guilty Gear X2 #Reload,2004.0,Fighting,0.15,0.0,0.11,0.03,0.01
Guilty Gear X: Advance Edition,2002.0,Fighting,0.06,0.0,0.04,0.02,0.0
Guilty Gear XX Accent Core,2007.0,Fighting,0.08,0.04,0.03,0.0,0.0
Guilty Gear XX Accent Core Plus,2008.0,Fighting,0.17,0.04,0.07,0.05,0.02
Guilty Gear XX Slash,2006.0,Fighting,0.08,0.08,0.0,0.0,0.0
Guilty Gear Xrd -Revelator-,2016.0,Fighting,0.14,0.07,0.03,0.02,0.01
Guilty Gear Xrd: Sign,2014.0,Fighting,0.34,0.11,0.19,0.0,0.04
Guinness World Records: The Videogame,2008.0,Action,1.56,0.0,0.93,0.48,0.15
Guitar Freaks,1999.0,Simulation,0.24,0.23,0.0,0.0,0.02
Guitar Freaks & DrumMania: Masterpiece Gold,2007.0,Simulation,0.02,0.02,0.0,0.0,0.0
Guitar Freaks 3rdMIX & DrumMania 2ndMIX,2000.0,Simulation,0.06,0.06,0.0,0.0,0.0
Guitar Freaks V & DrumMania V,2006.0,Simulation,0.03,0.03,0.0,0.0,0.0
Guitar Freaks V2 & DrumMania V2,2006.0,Simulation,0.02,0.02,0.0,0.0,0.0
Guitar Freaks V3 & DrumMania V3,2007.0,Simulation,0.02,0.02,0.0,0.0,0.0
Guitar Hero,2005.0,Misc,2.38,0.03,1.67,0.61,0.07
Guitar Hero 5,2009.0,Misc,4.94,0.0,2.4,1.56,0.97
Guitar Hero Encore: Rocks The 80s,2007.0,Misc,1.11,0.0,0.92,0.04,0.15
Guitar Hero II,2006.0,Misc,7.32,0.0,5.82,0.65,0.85
Guitar Hero III: Legends of Rock,2007.0,Misc,16.4,0.04,11.15,2.59,2.64
Guitar Hero Live,2015.0,Misc,2.02,0.0,0.94,0.8,0.27
Guitar Hero On Tour: Modern Hits,2009.0,Misc,0.38,0.0,0.13,0.2,0.04
Guitar Hero: Aerosmith,2008.0,Misc,4.3,0.0,3.38,0.43,0.49
Guitar Hero: Metallica,2009.0,Misc,2.74,0.0,1.38,1.01,0.31
Guitar Hero: On Tour,2008.0,Misc,3.48,0.01,2.11,1.01,0.35
Guitar Hero: On Tour Decades,2008.0,Misc,1.58,0.0,0.85,0.58,0.16
Guitar Hero: Smash Hits,2009.0,Misc,1.61,0.0,0.87,0.48,0.25
Guitar Hero: Van Halen,2009.0,Misc,0.97,0.0,0.49,0.35,0.11
Guitar Hero: Warriors of Rock,2010.0,Misc,2.7,0.0,1.28,1.11,0.31
Guitar Hero: World Tour,2008.0,Misc,10.08,0.0,6.21,2.23,1.65
Guitar Rock Tour,2007.0,Misc,0.11,0.0,0.1,0.0,0.01
Gumby vs. the Astrobots,2005.0,Action,0.04,0.0,0.03,0.01,0.0
Gummy Bears Magical Medallion,2011.0,Platform,0.02,0.0,0.02,0.0,0.0
Gummy Bears Mini Golf,2010.0,Sports,0.09,0.0,0.08,0.0,0.0
Gun,2005.0,Shooter,2.14,0.0,1.74,0.21,0.2
Gun Metal,2002.0,Shooter,0.11,0.0,0.08,0.02,0.0
Gun Showdown,2006.0,Action,0.06,0.0,0.05,0.01,0.01
GunGriffon,1995.0,Simulation,0.19,0.19,0.0,0.0,0.0
GunGriffon Blaze,2000.0,Simulation,0.11,0.0,0.05,0.04,0.01
GunGriffon II,1998.0,Simulation,0.06,0.06,0.0,0.0,0.0
GunGriffon: Allied Strike,2004.0,Simulation,0.03,0.0,0.02,0.01,0.0
GunParade Orchestra: Ao no Shou,2006.0,Adventure,0.01,0.01,0.0,0.0,0.0
GunParade Orchestra: Midori no Shou,2006.0,Adventure,0.02,0.02,0.0,0.0,0.0
GunParade Orchestra: Shiro no Shou,2006.0,Adventure,0.07,0.07,0.0,0.0,0.0
GunPey,2006.0,Puzzle,0.06,0.0,0.05,0.0,0.01
GunPey DS,2006.0,Puzzle,0.05,0.0,0.04,0.0,0.0
Gunbird,1995.0,Shooter,0.06,0.06,0.0,0.0,0.0
Gunblade NY & L.A. Machineguns Arcade Hits Pack,2010.0,Shooter,0.08,0.0,0.06,0.01,0.01
Gundam Assault Survive,2010.0,Action,0.17,0.17,0.0,0.0,0.0
Gundam Battle Assault,1998.0,Fighting,0.23,0.0,0.13,0.09,0.02
Gundam Battle Chronicle,2007.0,Action,0.22,0.22,0.0,0.0,0.0
Gundam Battle Online,2001.0,Action,0.04,0.04,0.0,0.0,0.0
Gundam Battle Royale,2006.0,Action,0.12,0.12,0.0,0.0,0.0
Gundam Battle Tactics,2005.0,Action,0.07,0.07,0.0,0.0,0.0
Gundam Battle Universe,2008.0,Fighting,0.26,0.26,0.0,0.0,0.0
Gundam Breaker,2013.0,Action,0.35,0.35,0.0,0.0,0.0
Gundam Breaker 2,2014.0,Action,0.29,0.29,0.0,0.0,0.0
Gundam Breaker 3,2016.0,Action,0.21,0.21,0.0,0.0,0.0
Gundam Memories: Tatakai no Kioku,2011.0,Action,0.12,0.12,0.0,0.0,0.0
Gundam SEED: Federation vs. Z.A.F.T.,2005.0,Shooter,0.44,0.44,0.0,0.0,0.0
Gundam Seed: Battle Assault,2004.0,Fighting,0.08,0.0,0.06,0.02,0.0
Gundam Try Age SP,2014.0,Strategy,0.07,0.07,0.0,0.0,0.0
Gundam the 3D Battle,2011.0,Action,0.08,0.08,0.0,0.0,0.0
Gundam: The Battle Master,1997.0,Fighting,0.14,0.13,0.0,0.0,0.01
Gungnir: Mayari no Gunshin to Eiyuu Sensou,2011.0,Role-Playing,0.12,0.04,0.07,0.0,0.01
Gungrave,2002.0,Shooter,0.19,0.0,0.09,0.07,0.02
Gungrave: Overdose,2004.0,Shooter,0.14,0.0,0.07,0.05,0.02
Gunship,1996.0,Simulation,0.27,0.0,0.15,0.1,0.02
Gunslingers,2010.0,Shooter,0.16,0.0,0.08,0.06,0.02
Gunstar Heroes,1992.0,Shooter,0.13,0.13,0.0,0.0,0.0
Gunstar Super Heroes,2005.0,Shooter,0.07,0.0,0.05,0.02,0.0
Gunvalkyrie,2002.0,Shooter,0.17,0.0,0.13,0.04,0.01
Gyakuten Saiban 2,2002.0,Action,0.14,0.14,0.0,0.0,0.0
Gyakuten Saiban 3,2004.0,Adventure,0.17,0.16,0.0,0.0,0.0
Gyromite,1985.0,Puzzle,1.32,0.4,0.73,0.16,0.03
H2O+: Footprints in the Sand,2008.0,Adventure,0.01,0.01,0.0,0.0,0.0
HBO Boxing,2000.0,Fighting,0.21,0.0,0.12,0.08,0.01
HOP,2011.0,Platform,0.11,0.0,0.09,0.01,0.01
HSX HyperSonic.Xtreme,2002.0,Racing,0.51,0.0,0.25,0.2,0.07
Hagane no Renkinjutsushi - Fullmetal Alchemist: Yakusoku no Hi e,2010.0,Action,0.06,0.06,0.0,0.0,0.0
Haikyu!! Cross Team Match!,2016.0,Adventure,0.04,0.04,0.0,0.0,0.0
Haikyuu!! Tsunage! Itadaki no Keshiki!!,2014.0,Adventure,0.07,0.07,0.0,0.0,0.0
Hail to the Chimp,2008.0,Misc,0.11,0.0,0.1,0.0,0.0
Hajime no Ippo Portable: Victorious Spirits,2007.0,Fighting,0.06,0.06,0.0,0.0,0.0
Hajime no Ippo: The Fighting,2002.0,Fighting,0.03,0.03,0.0,0.0,0.0
Hajime no Ippo: The Fighting! (2014),2014.0,Sports,0.03,0.03,0.0,0.0,0.0
Hakuoki Zuisouroku Omokage Hana,2015.0,Action,0.03,0.03,0.0,0.0,0.0
Hakuoki: Demon of the Fleeting Blossom,2009.0,Adventure,0.09,0.0,0.08,0.0,0.01
Hakuoki: Reimeiroku - Omouhase Kara,2015.0,Action,0.01,0.01,0.0,0.0,0.0
Hakuoki: Reimeiroku DS,2012.0,Action,0.01,0.01,0.0,0.0,0.0
Hakuoki: Shinkai - Furi no Shou,2015.0,Action,0.02,0.02,0.0,0.0,0.0
Hakuoki: Shinkai - Hana no Shou,2016.0,Adventure,0.02,0.02,0.0,0.0,0.0
Hakuoki: Stories of the Shinsengumi,2010.0,Adventure,0.05,0.03,0.02,0.0,0.0
Hakuouki,2008.0,Adventure,0.03,0.03,0.0,0.0,0.0
Hakuouki DS,2010.0,Adventure,0.07,0.07,0.0,0.0,0.0
Hakuouki Portable,2009.0,Adventure,0.1,0.1,0.0,0.0,0.0
Hakuouki SSL: Sweet School Life,2014.0,Adventure,0.05,0.05,0.0,0.0,0.0
