Titulo,Vendas_Totais
Tokyo Majin Gakuen: Kenfuuchou,0.03
MechAssault: Phantom War,0.03
Maximum Racing: Drag & Stock Racer,0.03
Maximum Racing: GP Classic Racing,0.03
Guitar Freaks V & DrumMania V,0.03
Sorcery Saga: The Curse of the Great Curry God,0.03
Soul Eater: Battle Resonance,0.03
Master of Monsters: Disciples of Gaia,0.03
Makai Senki Disgaea 4: Fuuka & Desco-hen Hajime Mashita,0.03
Makai Senki Disgaea Portable: Tsuushin Taisen Hajime Mashita,0.03
Crimson Tears,0.03
Timeshock! Pro Pinball,0.03
Timmy Time,0.03
Batman Forever: The Arcade Game,0.03
Mahou Sensei Negima! Kagai Jugyou ~Otome no Dokidoki Beachside~,0.03
Raw Danger!,0.03
Pet Alien: An Intergalactic Puzzlepalooza,0.03
Dream Girl Premier,0.03
Tiger & Bunny: On-Air Jack!,0.03
Marines: Modern Urban Combat,0.03
Spirits & Spells,0.03
Magna Carta Portable,0.03
Mahjong Kakutou Club: Zenkoku Taisenban,0.03
Hajime no Ippo: The Fighting! (2014),0.03
Hakuoki Zuisouroku Omokage Hana,0.03
Hakuouki,0.03
Mahou Sensei Negima! Private Lesson 2: Ojama Shimasu Parasite de Chu,0.03
Hallowed Legends: Samhain,0.03
Criminal Girls 2,0.03
Charlie Blasts Territory,0.03
Special Forces: Nemesis Strike,0.03
Spectral Souls: Resurrection of the Ethereal Empires,0.03
Hajime no Ippo: The Fighting,0.03
Mashiro Iro Symphony: *mutsu-no-hana,0.03
To LoveRu Trouble: Doki Doki! Rinkaigakkou-Hen,0.03
To LoveRu Trouble: Waku Waku! Rinkangakkou-Hen,0.03
Toaru Majutsu no Kagaku no Ensemble,0.03
Togainu no Chi: True Blood,0.03
Tokimeki Memorial Girl's Side 1st Love Plus,0.03
Marker Man Adventures,0.03
Rebel Raiders: Operation Nighthawk,0.03
Peak Performance,0.03
World War II Combat: Road To Berlin,0.03
Petz: Dolphinz Encounter,0.03
Phantasy Star Online 2: Episode 3 Deluxe Package,0.03
Zoo Tycoon,0.03
thinkSMART FAMILY!,0.03
Diabolik Lovers: Dark Fate,0.03
3D Baseball,0.03
Judie no Atelier: Guramnat no Renkinjutsu - Toraware no Morito,0.03
Detective Opera: Milky Holmes 2,0.03
Pro Cast Sports Fishing,0.03
Professional Farmer 2016,0.03
Zatch Bell! Electric Arena,0.03
Zenkoku Dekotora Matsuri,0.03
Zero Escape: Virtue's Last Reward,0.03
Project Gotham Racing 2 (JP weekly sales),0.03
Prince of Persia (2008),0.03
Jyuzaengi: Engetsu Sangokuden,0.03
K-On! After School Live!! HD Ver.,0.03
Kabu Trader Shun,0.03
Junior Island Adventure,0.03
Arthur and the Invisibles,0.03
Puzzle & Action: Tant-R,0.03
Doki Oki,0.03
Derby Time 2006,0.03
Disney's Hide & Sneak,0.03
Detective Conan: Phantom Rhapsody,0.03
Blue Breaker: Ken Yorimo Hohoemi o,0.03
"Princess Natasha: Student, Secret Agent, Princess",0.03
Blokus Portable: Steambot Championship,0.03
Zoids Dash,0.02
Prehistorik Man,0.02
Blender Bros.,0.02
Blood Bowl: Legendary Edition,0.02
Psychedelica of the Black Butterfly,0.02
Pulse Racer,0.02
Disney's Magical Quest 3 Starring Mickey and Donald,0.02
Devil Survivor: Over Clock,0.02
Disney Sports Basketball,0.02
Jissen Pachi-Slot Hisshouhou! Mister Magic Neo,0.02
Jissen Pachinko Hisshouhou! CR Sakura Taisen,0.02
Jitsumei Jikkyou Keiba Dream Classic 2002,0.02
Command & Conquer: The First Decade,0.02
Commando: Steel Disaster,0.02
Commandos 3: Destination Berlin,0.02
Technic Beat,0.02
Army Men: Major Malfunction,0.02
SBK: Snowboard Kids,0.02
Nisenochigiri,0.02
Teddy Together,0.02
Teenage Mutant Ninja Turtles Double Pack,0.02
Tegami Bachi: Kokoro Tsumugu Mono e,0.02
Jinguuji Saburou DS: Akai Chou,0.02
Jinsei Game DS,0.02
Jinsei Game Wii,0.02
Nil Admirari no Tenbin: Teito Genwaku Toukidan,0.02
Fallout Trilogy,0.02
War Leaders: Clash of Nations,0.02
"Warhammer 40,000: Dawn of War: Soulstorm",0.02
Warhammer Online: Age of Reckoning,0.02
Big Bass Fishing,0.02
SD Gundam Sangokuden Brave Battle Warriors: Shin Mirisha Taisen,0.02
Falcon 4.0: Allied Force,0.02
Kawasaki Jet Ski,0.02
Bugriders: The Race of Kings,0.02
Negima!? Chou Mahora Taisen Chuu: Checkiin Zenin Shuugou! Yappari Onsen Kichaimashitaa,0.02
Brave Story: Boku no Kioku to Negai,0.02
SD Gundam Force,0.02
Nicktoons Collection: Game Boy Advance Video Volume 3,0.02
Dark Tales: Edgar Allan Poe's The Premature Burial,0.02
Niko Puchi Girls Runway,0.02
Tiger & Bunny: Hero's Day,0.02
Spirits and Demons: 5 Game Pack,0.02
Worms: WMD,0.02
Pirates of the Burning Sea,0.02
Bomberman Fantasy Race,0.02
Bomberman Story DS,0.02
Toki no Kizuna: Hanayui Tsuzuri,0.02
Sora no Otoshimono Forte: Dreamy Season,0.02
To Love-Ru Trouble: Darkness - True Princess,0.02
Crime Scene,0.02
Charlie's Angels,0.02
Ballblazer Champions,0.02
Hakuoki: Shinkai - Furi no Shou,0.02
Hakuoki: Shinkai - Hana no Shou,0.02
Thunder Force VI,0.02
Thunderbirds,0.02
Space Invaders Revolution,0.02
Spanish for Everyone!,0.02
Chicago Enforcer,0.02
Chicken Hunter,0.02
Marvel Superheroes 3D: Grandmaster's Challenge,0.02
Mary King's Riding School,0.02
Mary King's Riding School 2,0.02
Tiny Toon Adventures: Wacky Stackers,0.02
Worldwide Soccer Manager 2007,0.02
Pillars of Eternity,0.02
Black Rose Valkyrie,0.02
Payout Poker & Casino,0.02
Pe-Jongju to Manabu Kankokugo DS: Test-Hen,0.02
Pebble Beach Golf Links,0.02
Peggle Nights,0.02
Space Channel 5: Ulala's Cosmic Attack,0.02
Happiness! De-Lucks,0.02
Anima - Gate of Memories,0.02
This War of Mine,0.02
Thomas and Friends: Steaming around Sodor,0.02
Spy Hunter / Super Sprint,0.02
Spy Hunter: Nowhere To Run,0.02
Chou!! Super Nep League DS,0.02
Mage Knight: Destiny's Soldier,0.02
Machi-ing Maker 4,0.02
Mana Khemia 2: Ochita Gakuen to Renkinjutsushi Tachi Portable+,0.02
Mar Heaven: Karudea no Akuma,0.02
Cross + Channel,0.02
Cross Ange: Tenshi to Ryuu no Rondo tr.,0.02
Cross Channel: In Memory of All People,0.02
Cross Treasures,0.02
Hakuouki: Yuugi Roku DS,0.02
Guitar Freaks V3 & DrumMania V3,0.02
Gummy Bears Magical Medallion,0.02
Ceville,0.02
Tokyo Friend Park II DS,0.02
Tokyo Mew Mew,0.02
Tokyo Xanadu eX+,0.02
Chili Con Carnage,0.02
Choro Q,0.02
Sotsugyou II: Neo Generation Special,0.02
Soukoku no Kusabi: Hiiro no Kakera 3 - Ashita e no Tobira,0.02
GunParade Orchestra: Midori no Shou,0.02
Mata Hari: Betrayal is only a Kiss Away,0.02
Maximum Capacity: Hotel Giant,0.02
Maximum Racing: Crash Car Racer,0.02
Guitar Freaks & DrumMania: Masterpiece Gold,0.02
Guitar Freaks V2 & DrumMania V2,0.02
Cities in Motion Collection,0.02
Starship Troopers,0.02
Lotus Challenge,0.02
Love Once: Mermaid's Tears,0.02
Lovely x Cation 1 & 2,0.02
Crayon Shin-Chan: Uchuu de Achoo!? Yuujou no Oba-Karate!!,0.02
HatsuKare * Renai Debut Sengen!,0.02
"Hanayaka Kana, Ware ga Ichizoku: Tasogare Polarstar",0.02
Dream C Club: GoGo,0.02
Dream Chronicles,0.02
Dream Dancer,0.02
Peter Pan in Disney's Return to Never Land,0.02
Bakumatsu Renka: Karyuu Kenshi-den,0.02
The Sims: Complete Collection,0.02
The Talos Principle,0.02
Harukanaru Toki no Naka de 3 with Izayoiki Aizouban,0.02
Grisaia no Rakuen: Le Eden de la Grisaia,0.02
Grooverider: Slot Car Thunder,0.02
Group S Challenge,0.02
Guess the Logos,0.02
Soul Eater: Monotone Princess,0.02
Amagoushi no Yakata,0.02
Amatsumi Sora ni! Kumo no Hatate ni,0.02
America Oudan Ultra-Quiz,0.02
Haneru no Tobira Wii: Girigirissu,0.02
Mechanic Master 2,0.02
Metal Fight Beyblade: Choujou Kessen! Big Bang Bladers,0.02
Memories Off #5: Encore,0.02
Memories Off 6: Next Relation,0.02
Barbie as the Princess and the Pauper,0.02
Barnyard Blast: Swine of the Night,0.02
Grisaia no Meikyuu: Le Labyrinthe de la Grisaia,0.02
Meitantei Conan: Kieta Hakase to Machigai Sagashi no Tou,0.02
Meitantei Evangelion,0.02
Guild Wars: Factions,0.02
Battle Princess of Arcadias,0.02
Battle Spirits: Hero's Soul,0.02
Battle Spirits: Kiseki no Hasha,0.02
Casper's Scare School: Classroom Capers,0.02
Castle Shikigami 2,0.02
Snow Portable,0.02
Custom Drive,0.02
Crysis: Warhead,0.02
Cube,0.02
Curse of the Amsterdam Diamond,0.02
Meiji Toukyou Renka,0.02
Meiji Toukyou Renka: Twilight Kiss,0.02
Meikyuu Cross Blood: Reloaded,0.02
Stake: Fortune Fighters,0.02
Cities XL 2011,0.02
Rengoku II:  The Stairway To H.E.A.V.E.N.,0.02
Painkiller,0.02
Pastel Chime Continue,0.02
Reine des Fleurs,0.02
"Renai Banchou: Inochi Meishi, Koiseyo Otome! Love is Power!!!",0.02
Tom Clancy's Splinter Cell Classic Trilogy HD,0.02
Hands On! Tangrams,0.02
Mai-Otome Hime: Otome Butou Shi,0.02
Majesty 2 Collection,0.02
Maji de Manabu: LEC de Ukaru - DS Hishou Boki 3-Kyuu,0.02
Major Dream: Major DS Dream Baseball,0.02
Angelique Retour,0.02
Hana to Otome ni Shukufuku o: Harekaze no Okurimono,0.02
Machi: Unmei no Kousaten,0.02
Lunatic Dawn Tempest,0.02
Luxor: The Wrath of Set,0.02
Magic Encyclopedia: Moonlight,0.02
MAPLUS: Portable Navi 3,0.02
Mind over Matter,0.02
SimCity Societies,0.02
Simple 2000 Series Vol. 105: The Maid Fuku to Kikanjuu,0.02
Totally Spies! 2: Undercover,0.02
Wrestle Kingdom 2: Pro Wrestling Sekai Taisen,0.02
Writing and Speaking Beautiful Japanese DS,0.02
RayCrisis: Series Termination,0.02
Rayman 10th Anniversary,0.02
Pharaoh,0.02
Phoenix Wright: Ace Attorney Trilogy,0.02
Dragon Tales: Dragon Adventures,0.02
Star Trek Online,0.02
Memories Off: Sorekara Again,0.02
Memories Off: Yubikiri no Kikou,0.02
Memories Off: Yubikiri no Kioku,0.02
Platypus,0.02
X-Plane 10 Global,0.02
X3: Terran War Pack,0.02
Dragon's Lair,0.02
Drakensang: The Dark Eye,0.02
DJ Star,0.02
Gochuumon wa Usagi Desu ka?? Wonderful Party!,0.02
Mesaze!! Tsuri Master: Sekai ni Challenge! Hen,0.02
Metal Fight Beyblade Portable: Chouzetsu Tensei Vulcan Horses,0.02
Golden Nugget Casino DS,0.02
Gon: BakuBakuBakuBaku Adventure,0.02
So Blonde,0.02
So-Ra-No-Wo-To: Otome no Gojuusou,0.02
Storm Lover 2nd V,0.02
Storm Lover Kai!!,0.02
StormLover Karen!!,0.02
Pirates: Legend of the Black Buccaneer,0.02
Planetarian: Chiisana Hoshi no Yume,0.02
Planetarium Creator Ohira Takayuki Kanshuu: HomeStar Portable - 21st Century Star Navigator,0.02
Dungeons & Dragons: Shadow over Mystara,0.02
Dungeons - The Dark Lord,0.02
Heart no Kuni no Alice Anniversary Ver.: Wonderful Wonder World,0.02
Heroes VS,0.02
The Settlers IV,0.02
The Settlers: Rise of an Empire,0.02
The Sims 2: Family Fun Stuff,0.02
Steel Battalion: Line of Contact,0.02
Still Life 2,0.02
Storm Lover 2nd,0.02
Brandish: The Dark Revenant,0.02
ParaWorld,0.02
Chuugen no Hasha: Sangoku Shouseiden,0.02
Star Wars: Empire at War - Forces of Corruption,0.02
Starry ? Sky: After Summer,0.02
The Sims 2: Happy Holiday Stuff,0.02
The Sims 4: Luxury Party Stuff,0.02
Heart no Kuni no Alice,0.02
Miyako,0.02
Mind Your Language: Learn English! / French! / German! / Spanish! /Japanese!,0.02
D.Gray-man: Sousha no Shikaku,0.02
DEATH NOTE: L o Tsugu Mono,0.02
Top Gear RPM Tuning,0.02
AIR,0.02
AMF Xtreme Bowling,0.02
Drone Tactics,0.02
Steal Princess,0.02
Livly Garden,0.02
Azada,0.02
B-17: Fortress in the Sky,0.02
Aoishiro,0.02
Heavy Fire: The Chosen Few 3D,0.02
Hellgate: London,0.02
Ano Hi Mita Hana no Namae o Bokutachi wa Mada Shiranai,0.02
Ginga Fukei Densetsu: Sapphire,0.02
Ginga Tetsudou 999 DS,0.02
Minna de Dokusho: Keatai Shousetsu Desu,0.02
Minna no Chizu 2,0.02
Let's Pilates!,0.02
Let's Play Flight Attendant,0.02
Let's Yoga!,0.02
LifeSigns: Surgical Unit,0.02
Resident Evil: Umbrella Corps,0.02
Girl Friend Beta: Kimi to Sugosu Natsuyasumi,0.02
Car Battler Joe,0.02
Moe Moe 2-ji Taisen (Ryoku) * Deluxe,0.02
Moe Star: Moeru Toudai Eigojuku,0.02
Touhou Genso Rondo: Bullet Ballet,0.02
Toxic Grind,0.02
Gift: Prism,0.02
World Neverland 2in1 Portable: Olerud Kingdom & Republic of Pluto,0.02
Reversal Challenge,0.02
Revolution: 25th Anniversary Collection,0.02
Pachi-Slot Higrashi no Naku Koro ni Matsuri,0.02
PachiPara 15: Super Umi Monogatari in Okinawa 2,0.02
PachiPara 3D,0.02
Dungeon Defenders,0.02
Brain Dead 13,0.02
Clock Zero: Shuuen no Ichibyou - ExTime,0.02
Legend: Hand of God,0.02
Higurashi Daybreak Portable Mega Edition,0.02
Lilpri DS: Hime-Chen! Apple Pink,0.02
Strike Witches 2: Iyasu Naosu Punipunisuru,0.02
Strike Witches: Anata to Dekiru Koto - A Little Peaceful Days,0.02
Hisshou Pachinko * Pachi-Slot Kouryaku Series Portable Vol. 2: CR Evangelion - Hajimari no Fukuin,0.02
"Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 1: Shinseiki Evangelion - Magokoro o, Kimi ni",0.02
Geten no Hana,0.02
Ghost Pirates of Vooju Island,0.02
Summon Night Granthese: Horobi no Ken to Yakusoku no Kishi,0.02
Summon Night: Swordcraft Story,0.02
Kuon,0.02
Strongest Tokyo University Shogi DS,0.02
Stronghold 2 Deluxe,0.02
Stronghold Crusader Extreme,0.02
Sid Meier's Civilization Revolution 2+,0.02
Silent Bomber,0.02
Trapped Dead,0.02
Garfield Gets Real,0.02
Garfield's Nightmare,0.02
Genkai Tokki: Seven Pirates,0.02
Genroh,0.02
Geon Cube,0.02
Antiphona no Seikahime: Tenshi no Gakufu Op.A,0.02
Chuck E. Cheese's Sports Games,0.02
Chuck E. Cheese's Super Collection,0.02
Minna to Issho,0.02
Misshitsu no Sacrifice,0.02
Touch Detective (JP sales),0.02
"Simple 2500 Series Portable!! Vol. 12: The Hohei 2: Senyuu yo, Sakini Ike",0.02
Simple DS Series Vol. 42: The Haioku Byoutou,0.02
Triple Crown Championship Snowboarding,0.02
Tropico 4: Modern Times,0.02
Tropico Reloaded,0.02
Carnage Heart EXA,0.02
Games Explosion!,0.02
Shonen Jump's Shaman King: Master of Spirits 2,0.02
Shonen Jump's Yu-Gi-Oh! GX Card Almanac,0.02
Shooter: Starfighter Sanvein,0.02
Triggerheart Excelica Enhanced,0.02
Triggerheart Exelica,0.02
Airline Tycoon,0.02
Truck Racer,0.02
Tsuki ni Yori Sou Otome no Sahou: Hidamari no Hibi,0.02
Tsuki no Hikari: Shizumeru Kane no Satsujin,0.02
Tsuyo Kiss 2 Gakki: Swift Love,0.02
Tsuyo Kiss 2 Portable,0.02
Ship Simulator 2008,0.02
Shippuu Mahou Daisakusen: Kingdom-Grandprix,0.02
Shiratsuyu no Kai,0.02
Airport Simulator,0.02
Akai Ito DS,0.02
Akatsuki no Goei Trinity,0.02
Gekka Ryouran Romance,0.02
Treasure Chase,0.02
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 9: CR Fever Captain Harlock,0.02
The Professor's Brain Trainer: Logic,0.02
Sugoi Hebereke,0.02
L.G.S: Shinsetsu Houshinengi,0.02
La Corda d'Oro 4,0.02
Battlefield 2: Modern Combat(JP sales),0.02
Gallop Racer Inbreed,0.02
Canada Hunt,0.02
Stronghold Legends,0.02
Style Book: Junior City,0.02
Hiiro no Kakera Portable,0.02
Kuusen II,0.02
Arcana Famiglia: Vascello Phantasma no Majutsushi,0.02
The Longest Journey,0.02
The Lord of the Rings Online: Mines of Moria,0.02
The Mummy,0.02
Xia-Xia,0.02
Yahari Game Demo Ore no Seishun Love-Kome Hamachi Gatteiru,0.02
7 Roses: A Darkness Rises,0.02
Rapala for Kinect,0.02
Pippa Funnell 2: Farm Adventures,0.02
Pippa Funnell: Ranch Rescue,0.02
Pirates PlundArrr,0.02
Clannad: Mitsumi Mamoru Sakamichi de - Joukan,0.02
Rinne no Lagrange: Kamogawa Days,0.02
Rising Zan: The Samurai Gunman,0.02
World Championship Poker featuring Howard Lederer: All In,0.02
World Class Rugby 2: Kokunai Gekitou Hen '93,0.02
Densha de Go! Shinkansen EX: Sanyou Shinkansen-hen,0.02
Densha de Go! Tokubetsu-hen: Fukkatsu Shouwa no Yamatesen,0.02
Dragon Booster,0.02
Xenosaga I?II,0.02
"Shounen Onmyouji: Tsubasa Yoima, Ten e Kaere",0.02
Shrek / Shark Tale Game Boy Advance Video,0.02
Oyaku de Asoberu DS Ehon: Ukkari Penelope,0.02
Ozzy & Drix,0.02
PC Engine Best Collection: Tengai Makyou Collection,0.02
PDC World Championship Darts 2009,0.02
Bottom of the 9th '97,0.02
Pachinko Kaou: Misora Hibari,0.02
Mount & Blade: Warband,0.02
Daito Giken Koushiki Pachi-Slot Simulator: Hihouden - Fuujirareta Megami Portable,0.02
Motto Hayaku! Seikaku Ni! Suu Sense Keisan Ryuoku Up Training - SuuTore,0.02
Motto NUGA-CEL!,0.02
UNO 52,0.02
Uchi no 3 Shimai DS,0.02
Uchuu Keiji Tamashii: The Space Sheriff Spirits,0.02
Ukiyo no Roushi,0.02
Gadget Racers (PAL),0.02
Motto! SoniComi,0.02
Moujuutsukai to Oujisama,0.02
Moujuutsukai to Oujisama Portable,0.02
Moujuutsukai to Oujisama: Snow Bride,0.02
Moujuutsukai to Oujisama: Snow Bride Portable,0.02
Mount & Blade,0.02
Mount & Blade Collection,0.02
Shinkyoku Soukai Polyphonica,0.02
Gaist Crusher God,0.02
Gakken DS: Shin TOEIC Test Kanzen Kouryaku,0.02
Gaku ? Ou: The Royal Seven Stars,0.02
Gakuen K: Wonderful School Days,0.02
Gal Gun,0.02
Tube Slider,0.02
Twinkle * Crusaders GoGo!,0.02
Higurashi no Naku Koro ni: Jan,0.02
PachiPara 3D: Ooumi Monogatari 2 - Pachi Pro Fuuunroku Hana,0.02
Otometeki Koi Kakumei * Love Revo! Portable,0.02
Otometeki Koi Kakumei * Love Revo!! DS,0.02
Otona no Renai Shousetsu: Harlequin Selection,0.02
Shinseiki Evangelion: Battle Orchestra,0.02
Shinseiki GPX Cyber Formula: Road To The INFINITY 4,0.02
Shinken de Watashi ni Koi Shinasai! R,0.02
DemiKids: Dark Version,0.02
DemiKids: Light Version,0.02
Demigod,0.02
Demolition Company: Gold Edition,0.02
Ro-Kyu-Bu! Lost Secret,0.02
Winning Post 8 2016,0.02
Winter Blast: 9 Snow & Ice Games,0.02
Wizardry Twin Pack,0.02
Konductra,0.02
Hogs of War,0.02
Homeworld,0.02
Hoppie,0.02
Point Blank 3,0.02
Board Game: Top Shop,0.02
Rainbow Islands Revolution,0.02
Dragon Ball Z: Buu's Fury / Dragon Ball GT: Transformation,0.02
Largo Winch .// Commando Sar,0.02
Last Escort,0.02
Kong: The Animated Series,0.02
Kuma no Pooh-San: 100 Acre no Mori no Cooking Book,0.02
Super Bowling,0.02
Koisuru Otome to Shugo no Tate Portable,0.02
Koisuru Otome to Shugo no Tate: The Shield of AIGIS,0.02
Kokoro Connect: Yochi Random,0.02
Monster Trux Offroad,0.02
Galaxy Angel II: Eigou Kaiki no Koku,0.02
Tycoon City: New York,0.02
UFO: Trilogy,0.02
Oshiri Kajiri Mushi no Rhythm Lesson DS: Kawai Ongaku Kyoushitsu Kanshuu,0.02
Otoko Yukaku,0.02
Otome wa Oanesama Boku ni Koi Shiteru Portable,0.02
Super Fruit Fall,0.02
Knight's Apprentice: Memorick's Adventures,0.02
Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Machiteba Tengoku! Makereba Jigoku! Ryoutsuryuu Ikkakusenkin Daisakusen!,0.02
Super Dodge Ball,0.02
GT Legends,0.02
GTI Club: Supermini Festa!,0.02
Shin Sangoku Musou Online: Souten Ranbu,0.02
Canimal Triple,0.02
Canvas 2,0.02
Aqua Panic!,0.02
Aquaman: Battle for Atlantis,0.02
Aquanaut's Holiday,0.02
Arcana Famiglia 2,0.02
Hot 'n' Cold,0.02
Koihime Enbu,0.02
The King of Fighters Collection: The Orochi Saga (JP sales),0.02
The King of Fighters NeoWave,0.02
Ultimate Puzzle Games,0.02
Ultraman Star Chronicles,0.02
Umineko no Naku Koro ni San: Shinjitsu to Gensou no Yasoukyoku,0.02
Umineko no Naku Koro ni: Majo to Suiri no Rinbukyoku,0.02
G1 Jockey Wii,0.02
GA - Geijutsuka Art Design Class: Slapstick Wonder Land,0.02
The Idolmaster: Gravure For You! Vol.9,0.02
Kingdom: Ikkitousen no Ken,0.02
Earth Defense Force 2017 (old JP sales),0.02
Earth Seeker,0.02
Robopon 2: Ring Version,0.02
Online Chess Kingdoms,0.02
Ookami to Koushinryou: Omiowataru Kaze,0.02
Elkrone no Atelier: Dear for Otomate,0.02
Mushihimesama,0.02
Mushishi: Amefuru Sato,0.02
The Idolmaster: Gravure For You! Vol.7,0.02
The Idolmaster: Gravure For You! Vol.8,0.02
Bejeweled Blitz,0.02
Mystery Tales 2: The Spirit Mask,0.02
Shaberu! DS Oryouri Navi: Marugoto Teikoku Hotel: Saikouhou no Ryouri-chou ga Oshieru Katei Ryouri,0.02
BeatMania IIDX 11: IIDX Red,0.02
Bejeweled 2 Deluxe,0.02
Muchi Muchi Pork & Pink Sweets,0.02
A Vampyre Story,0.02
Yamasa Digi Portable: Matsuri no Tatsujin - Win-Chan no Natsumatsuri,0.02
Yamasa Digi World SP: Moeyo! Kung Fu Shukujo,0.02
Blazing Souls,0.02
Atlantic Quest,0.02
Coded Soul: Uke Keigareshi Idea,0.02
Hurry Up Hedgehog!,0.02
Hyakka Hyakurou: Sengoku Ninpoujou,0.02
Daikaijuu Battle: Ultra Coliseum,0.02
Unreal Anthology,0.02
Unreal Tournament 2004,0.02
Urakata Hakuoki,0.02
Shin Hisui no Shizuku: Hiiro no Kakera 2 Portable,0.02
Yoake Yori Ruriiro na Portable,0.02
Downtown Nekketsu Jidaigek,0.02
Downtown Nekketsu Koushinkyoku: Soreyuke Daiundoukai All-Star Special,0.02
"Moshi, Kono Sekai ni Kami-sama ga Iru to suru Naraba.",0.02
MuvLuv Double Pack,0.02
My Hero: Doctor,0.02
Uru: Ages Beyond Myst,0.02
Usavichi: Game no Jikan,0.02
Uta Kumi 575,0.02
Uta no * Prince-Sama,0.02
Full House Kiss 2,0.02
Kimi ni Todoke: Sodateru Omoi,0.02
Kimikare: New Semester,0.02
Bomberman 2,0.02
Race Driver: Create & Race,0.02
Yes! Precure 5 Go Go Zenin Shu Go! Dream Festival,0.02
Ouran Koukou Host Bu,0.02
RollerCoaster Tycoon World,0.02
RollerCoaster Tycoon: Gold Edition,0.02
The Haunted: Hell's Reach,0.02
I Doll U,0.02
I Love Horses: Rider's Paradise,0.02
IL-2 Sturmovik: Forgotten Battles,0.02
Ikki Tousen: Eloquent Fist,0.02
Ikki Tousen: Shining Dragon,0.02
Command & Conquer 3: Deluxe Edition,0.02
Kimi ga Aruji de Shitsuji ga Ore de: Oshie Nikki,0.02
RoboCop,0.02
Robopon 2: Cross Version,0.02
Katekyoo Hitman Reborn! Dream Hyper Battle! Wii,0.02
Kiss Bell,0.02
Clue / Mouse Trap / Perfection / Aggravation,0.02
Cocoto Magic Circus,0.02
Code R,0.02
Super Nazo Puyo Tsuu: Ruruu no Tetsuwan Hanjyouki,0.02
Freedom Wings,0.02
Frisbee Disc Freestyle / Frisbee Disc Golf,0.02
Vampire Mansion: Linda Hyde,0.02
Bella Sara 2 - The Magic of Drasilmare,0.02
Shaman King: Chou Senjiryokketsu 3,0.02
Shanghai: True Valor,0.02
"Sharin no Kuni, Himawari no Shoujo",0.02
Road Trip: The Arcade Edition,0.02
Sega Ages 2500 Series Vol. 26: Dynamite Deka,0.02
Sega Ages 2500 Series Vol. 29: Monster World Complete Collection,0.02
Sega Ages 2500 Series Vol. 32: Phantasy Star Complete Collection,0.02
Bus Simulator 16,0.02
Veggy World,0.02
Vietcong,0.02
Daito Giken Koushiki Pachi-Slot Simulator: Ossu! Misao + Maguro Densetsu Portable,0.02
Butt-Ugly Martians: Zoom or Doom!,0.02
Myth Makers: Super Kart GP,0.02
NANA: Live Staff Daiboshuu! Shoshinsha Kangei,0.02
Franklin's Great Adventures,0.02
Franklin: A Birthday Surprise,0.02
Sengoku Efuda Yuugi: Hototogisu Ran,0.02
Sengoku Otome: Legend Battle,0.02
Senjou no Waltz,0.02
ScrapLand,0.02
Football Manager 2007,0.02
Bust-A-Move,0.02
CV Casting Voice,0.02
Cabbage Patch Kids: The Patch Puppy Rescue,0.02
Agatha Christie's The ABC Murders,0.02
Agatha Christie: Death on the Nile,0.02
Football Academy,0.02
Serious Sam Advance,0.02
Wild West Shootout,0.02
Winning Post 7 Maximum 2008,0.02
Ore no Yome: Anata Dake no Hanayome,0.02
Ore wa Shoujo Mangaka,0.02
Okashi na Shima no Peter Pan: Sweet Never Land,0.02
Omega Quintet,0.02
One Piece Mansion,0.02
Onechanbara Special,0.02
Super Speed Machines,0.02
Supermodel Makeover by Lauren Luke,0.02
Indianapolis 500 Evolution,0.02
Imperium Romanum,0.02
The Dark Hills of Cherai,0.02
